Title,Author,Genre,Rating_Average,Rating_Counts,Description,Page_Numbers,ISBN,Language,Published_Year,Cover_URL,Book_Link
The Tenant of Wildfell Hall,Anne Brontë,"Fiction, Married women, Landlord and tenant",3.6875,16.0,You must go back with me to the autumn of 1827.,432,9781850893639,eng,1847,https://covers.openlibrary.org/b/id/1023552-L.jpg,https://openlibrary.org/works/OL260101W
Coraline,Neil Gaiman,"Fantasy, Paranormal fiction, Juvenile fiction",4.0615387,195.0,Coraline discovered the door a little while after thev moved into the house.,176,0060528826,eng,2001,https://covers.openlibrary.org/b/id/14171421-L.jpg,https://openlibrary.org/works/OL679358W
Amerika,Franz Kafka,"German fiction, Translations into English, Immigrants in fiction",4.0,16.0,"As Karl Rossmann, a poor boy of sixteen who had been packed off to America by his parents because a servant girl had seduced him and got herself a child by him, stood on the liner slowly entering the harbour of New York, a sudden burst of sunshine seemed to illumine the Statue of Liberty, so that he saw it in a new light, although he had sighted it long before.",299,9752732801,eng,1927,https://covers.openlibrary.org/b/id/3080557-L.jpg,https://openlibrary.org/works/OL498411W
The Gunslinger,Stephen King,"succubus, demons, American fiction",4.048387,62.0,"The man in black fled across the desert, and the gunslinger followed.",256,8878244570,kor,1976,https://covers.openlibrary.org/b/id/8396638-L.jpg,https://openlibrary.org/works/OL81628W
Towards Zero,Agatha Christie,"Fiction, Police, Superintendent Battle (Fictitious character)",4.625,8.0,The man in the Hospital bed shifted his body slightly and stifled a groan.,224,0312981309,eng,1944,https://covers.openlibrary.org/b/id/13666304-L.jpg,https://openlibrary.org/works/OL472328W
The Sound and the Fury,William Faulkner,"American Manuscripts, Death, Brothers and sisters",3.875,8.0,No description available,358,7540761520,geo,1929,https://covers.openlibrary.org/b/id/8292212-L.jpg,https://openlibrary.org/works/OL82870W
The Firm,John Grisham,"Certified Public Accountants, bar examinations, funerals",4.0526314,19.0,"The senior partner studied the résumé for the hundredth time and again found nothing he disliked about Mitchell Y. McDeere, at least not on paper.",496,9780099301196,eng,1991,https://covers.openlibrary.org/b/id/9330593-L.jpg,https://openlibrary.org/works/OL76972W
Ben Hur,Lew Wallace,"Fiction, Historical fiction, Fiction, christian, historical",3.5714285,7.0,"The Jebel es Zubleh is a mountain fifty miles and more in length, and so narrow that its tracery on the map gives it a likeness to a caterpillar crawling from the south to the north.",506,9684169043,eng,1800,https://covers.openlibrary.org/b/id/6456470-L.jpg,https://openlibrary.org/works/OL240210W
Jurassic Park,Michael Crichton,"dichogamy, corporate espionage, science fiction",4.1576085,184.0,Das ausgehende 20. Jahrhundert erlebt einen wissenschaflichen Goldrausch von erstaunlichem Ausmaß: die unbesonnene und überhastete Kommerzialisierung der Gentechnologie.,455,7530414712,eng,1990,https://covers.openlibrary.org/b/id/12882940-L.jpg,https://openlibrary.org/works/OL46881W
The Blithedale Romance,Nathaniel Hawthorne,"Fiction, Communal living, Farm life",4.3333335,3.0,"THE evening before my departure for Blithedale, I was returning to my bachelor apartments, after attending the wonderful exhibition of the Veiled Lady, when an elderly man, of rather shabby appearance, met me in an obscure part of the street.",264,0461845865,eng,1852,https://covers.openlibrary.org/b/id/8245179-L.jpg,https://openlibrary.org/works/OL455512W
Things Fall Apart,Chinua Achebe,"20th century literature, Christianity, masculinity",3.9069767,86.0,"Okonkwo was well known throughout the nine villages and even beyond. His fame rested on solid personal achievements. As a young man of eighteen he had brought honor to his village by throwing Amalinze the Cat. Amalinze was the great wrestler who for seven years was unbeaten, from Umuofia to Mbaino. He was called the Cat because his back would never touch the earth. It was this man that Okonkwo threw in a fight which the old men agreed was one of the fiercest since the founder of their town engaged a spirit of the wild for seven days and seven nights.",192,9781475033199,eng,1958,https://covers.openlibrary.org/b/id/12816943-L.jpg,https://openlibrary.org/works/OL891786W
Artemis Fowl,Eoin Colfer,"Artemis Fowl, Eoin Colfer, fairies",3.8035715,56.0,"HO Chi Minh City in the summer. Sweltering by anyone's standards. Needless to say, Artemis Fowl would not have been willing to put up with such discomfort if something extremely important had not been at stake.",288,9780670911837,eng,1999,https://covers.openlibrary.org/b/id/10212689-L.jpg,https://openlibrary.org/works/OL5725956W
The Thirteen Problems,Agatha Christie,"Jane Marple (Fictitious character), Fiction, Mystery",3.909091,11.0,"""Unsolved mysteries.""",221,9780330252379,eng,1932,https://covers.openlibrary.org/b/id/11163587-L.jpg,https://openlibrary.org/works/OL471921W
Anne of Ingleside,Lucy Maud Montgomery,"Children's fiction, Shirley, anne (fictitious character), fiction, Prince edward island, fiction",3.625,8.0,No description available,336,1700297201,eng,1939,https://covers.openlibrary.org/b/id/14640696-L.jpg,https://openlibrary.org/works/OL77747W
Deception Point,Dan Brown,"mystery fiction, adventure fiction, literature",3.3423424,111.0,No description available,559,8791746485,tur,2001,https://covers.openlibrary.org/b/id/14553479-L.jpg,https://openlibrary.org/works/OL76835W
O Pioneers!,Willa Cather,"Fiction, Women pioneers, Women farmers",3.8333333,12.0,"One January day, thirty years ago, the little town of Hanover, anchored on a windy Nebraska tableland, was trying not to be blown away.",144,9781729548608,kor,1913,https://covers.openlibrary.org/b/id/8242999-L.jpg,https://openlibrary.org/works/OL12795W
Tropic of Cancer,Henry Miller,"Autobiographical fiction, Fiction, Americans",3.55,20.0,I am living at the Villa Borghese.,330,1898141266,eng,1934,https://covers.openlibrary.org/b/id/13119236-L.jpg,https://openlibrary.org/works/OL261866W
Shades of Grey,E. L. James,"Fiction, Romance, Contemporary, Sexual dominance and submission, fiction, Relaciones hombre-mujer, Ficción",3.4358974,39.0,No description available,640,9780345803504,pol,2011,https://covers.openlibrary.org/b/id/14566669-L.jpg,https://openlibrary.org/works/OL16550682W
Why Didn't they Ask Evans?,Agatha Christie,"English Detective and mystery stories, Lectures et morceaux choisis, Detective and mystery stories",3.4285715,7.0,"Bobby Jones' teed up his ball, gave a short preliminary waggle, took the club back slowly, then brought it down and through with the rapidity of lightning.",254,0425098559,eng,1934,https://covers.openlibrary.org/b/id/9831097-L.jpg,https://openlibrary.org/works/OL472388W
Pet Sematary,Stephen King,"fiction, thrillers, suspense",4.0526314,171.0,No description available,422,9781508278719,eng,1983,https://covers.openlibrary.org/b/id/12015500-L.jpg,https://openlibrary.org/works/OL81631W
The Colour of Magic,Terry Pratchett,"Discworld (Imaginary place), Fiction, Romans",3.9731543,149.0,"IN A DISTANT AND SECONDHAND SET OF DIMENSIONS, in an astral plane that was never meant to fly, the curling starmists waver and part ... See ... Great A'Tuin the turtle comes, swimming slowly through the interstellar gulf, hydrogen frost on his ponderous limbs, his huge and ancient shell pocked with meteor craters.",240,9780575052130,eng,1983,https://covers.openlibrary.org/b/id/14647238-L.jpg,https://openlibrary.org/works/OL453657W
The Restaurant at the End of the Universe,Douglas Adams,"Fiction, Humorous fiction, humorous stories",4.263158,38.0,No description available,221,9781597770040,eng,1980,https://covers.openlibrary.org/b/id/12714921-L.jpg,https://openlibrary.org/works/OL2163655W
The Ambassadors,Henry James,"Man-woman relationships, Fiction, Romance",4.25,8.0,"Strether's first question, when he reached the hotel, was a about his friend; yet on his learning that Waymarsh was apparently not to arrive till evening he was not wholly disconcerted.",440,9798709913837,eng,1903,https://covers.openlibrary.org/b/id/313610-L.jpg,https://openlibrary.org/works/OL276470W
Passenger to Frankfurt,Agatha Christie,"Detective and mystery stories, English, Murder, Fiction",2.4,5.0,speaking the truth. I want help.,253,9780671830472,eng,1970,https://covers.openlibrary.org/b/id/12848937-L.jpg,https://openlibrary.org/works/OL472159W
Number the Stars,Lois Lowry,"Fiction, Friendship, Rescue",4.2038836,103.0,Ellen and Annemarie are stopped by German soldiers on their way home from school.,147,9780007383634,eng,1901,https://covers.openlibrary.org/b/id/13249599-L.jpg,https://openlibrary.org/works/OL1846074W
The Green Mile,Stephen King,"horror fiction, fiction, death row inmates",4.330097,103.0,No description available,465,8401474736,ita,1996,https://covers.openlibrary.org/b/id/9334567-L.jpg,https://openlibrary.org/works/OL81629W
The Seven Dials Mystery,Agatha Christie,"English Detective and mystery stories, Fiction, Mystery",4.111111,9.0,"That amiable youth, Jimmy Thesiger, came racing down the big staircase at Chimneys two steps at a time.",248,0312979770,eng,1920,https://covers.openlibrary.org/b/id/14575632-L.jpg,https://openlibrary.org/works/OL471784W
Белые ночи,Фёдор Михайлович Достоевский,"Translations into English, Fiction, Social life and customs",4.0,11.0,"C'était une nuit de conte, ami lecteur, une de ces nuits qui ne peuvent guère survenir que dans notre jeunesse.",110,9782878622034,eng,1918,https://covers.openlibrary.org/b/id/3293338-L.jpg,https://openlibrary.org/works/OL166952W
The Woodlanders,Thomas Hardy,"Fiction, Forests and forestry, Arranged marriage",3.8333333,6.0,"THE rambler who for old association's sake should trace the forsaken coach-road running almost in a meridional line from Bristol to the south shore of England, would find himself during the latter half of his journey, in the vicinity of some extensive woodlands, interspersed with apple-orchards.",443,9798544097624,eng,1800,https://covers.openlibrary.org/b/id/8243078-L.jpg,https://openlibrary.org/works/OL44990W
Aesop's Fables,Aesop,"Fables, Animals, great_books_of_the_western_world",4.2,5.0,"A famished fox crept into a vineyard where ripe, luscious grapes were draped high upon arbors in a most tempting display.",146,158827442X,eng,1848,https://covers.openlibrary.org/b/id/3043711-L.jpg,https://openlibrary.org/works/OL12129731W
Oresteia,Aeschylus,"Agamemnon (Greek mythology), Drama, Electra (Greek mythology)",4.3333335,6.0,No description available,187,1101040548,grc,1845,https://covers.openlibrary.org/b/id/6548168-L.jpg,https://openlibrary.org/works/OL10328829W
Do Androids Dream of Electric Sheep?,Philip K. Dick,"Androids, Fiction, Rick Deckard (Fictitious character)",4.0584416,154.0,A merry little surge of electricity piped by automatic alarm from the mood organ beside his bed awakened Rick Deckard.,224,9780547572345,ita,1968,https://covers.openlibrary.org/b/id/207515-L.jpg,https://openlibrary.org/works/OL2172356W
Mockingjay,Suzanne Collins,"New York Times bestseller, Sci-fi, Young Adult",3.78,250.0,No description available,427,9786054263868,heb,2010,https://covers.openlibrary.org/b/id/6304853-L.jpg,https://openlibrary.org/works/OL14908941W
The Magic World,Edith Nesbit,"Magic, Children's stories, English, Short stories",3.3333333,3.0,"To have your hair cut is not painful, nor does it hurt to have your whiskers trimmed.",172,9798487990860,und,1959,https://covers.openlibrary.org/b/id/2970137-L.jpg,https://openlibrary.org/works/OL7984948W
"Mary Shelley's Frankenstein; or, the Modern Prometheus (1818 text)",Mary Shelley,"Frankenstein, victor, Frankenstein's monster, Shelley, mary wollstonecraft , 1797-1851",3.8,10.0,No description available,261,0393103439,eng,1818,https://covers.openlibrary.org/b/id/7267770-L.jpg,https://openlibrary.org/works/OL25595002W
The Clan of the Cave Bear,Jean M. Auel,"Neanderthals, shamanism, sign language",4.056338,71.0,La nina desnuda salio corriendo del cobertizo de cuero hacia la playa rocosa en el recodo del riachuelo.,524,9781491517529,eng,1900,https://covers.openlibrary.org/b/id/12529015-L.jpg,https://openlibrary.org/works/OL2746369W
Rilla of Ingleside,Lucy Maud Montgomery,"Children and war, Juvenile fiction, Family life",4.75,8.0,No description available,284,1074168461,eng,1920,https://covers.openlibrary.org/b/id/14638068-L.jpg,https://openlibrary.org/works/OL77757W
Evelina,Fanny Burney,"Social life and customs, Fiction, Sources",2.3333333,3.0,"CAN any thing, my good Sir, be more painful to a friendly mind, than a necessity of communicating disagreeable intelligence?",427,9781548069940,eng,1778,https://covers.openlibrary.org/b/id/103219-L.jpg,https://openlibrary.org/works/OL2252006W
Mrs. McGinty's Dead,Agatha Christie,"Fiction, Hercule Poirot (Fictitious character), Private investigators",3.5555556,9.0,HERCULE Poirot came out of the Vielle Grand'mere restaurant into Soho.,234,0563510218,eng,1951,https://covers.openlibrary.org/b/id/10249324-L.jpg,https://openlibrary.org/works/OL472044W
The Blind Assassin,Margaret Atwood,"Death, Muerte, Hermanas",3.6666667,9.0,No description available,628,9955084138,spa,2000,https://covers.openlibrary.org/b/id/11041760-L.jpg,https://openlibrary.org/works/OL675698W
Death of a Salesman,Arthur Miller,"flashback, literary fiction, Death of a Salesman",3.8823528,68.0,"A melody is heard, played upon a flute.",139,8483027402,kor,1940,https://covers.openlibrary.org/b/id/9254686-L.jpg,https://openlibrary.org/works/OL66346W
